Location,Created Date,X Coordinate,Y Coordinate
742 W BUCKINGHAM PL ,01-28-2015,1170694,1922465
744 W BUCKINGHAM PL ,01-28-2015,1170681,1922465
708 W BROMPTON AVE ,01-28-2015,1170952,1923873
720 W BROMPTON AVE ,01-28-2015,1170865,1923862
750 W BROMPTON AVE ,01-28-2015,1171010,1923880
605 W ALDINE AVE ,01-28-2015,1171631,1922158
601 W ALDINE AVE ,01-28-2015,1171659,1922159
727 W BELMONT AVE ,01-28-2015,1170844,1921474
3332 N BROADWAY  ,01-28-2015,1171649,1922494
606 W BUCKINGHAM PL ,01-28-2015,1171608,1922490
627 W BUCKINGHAM PL ,01-28-2015,1171462,1922486
629 W BUCKINGHAM PL ,01-28-2015,1171449,1922486
641 W BUCKINGHAM PL ,01-28-2015,1171365,1922483
663 W BUCKINGHAM PL ,01-28-2015,1171212,1922479
702 W BUCKINGHAM PL ,01-28-2015,1170949,1922472
451 W ALDINE AVE ,01-28-2015,1172399,1922311
439 W ALDINE AVE ,01-28-2015,1172456,1922312
439 W ALDINE AVE ,01-28-2015,1172456,1922312
420 W ALDINE AVE ,01-28-2015,1172669,1922317
744 W ALDINE AVE ,01-28-2015,1170689,1922133
734 W ALDINE AVE ,01-28-2015,1170753,1922135
734 W ALDINE AVE ,01-28-2015,1170753,1922135
722 W ALDINE AVE ,01-28-2015,1170829,1922137
715 W ALDINE AVE ,01-28-2015,1170873,1922138
665 W ALDINE AVE ,01-28-2015,1171208,1922147
664 W ALDINE AVE ,01-28-2015,1171215,1922147
658 W ALDINE AVE ,01-28-2015,1171257,1922149
654 W ALDINE AVE ,01-28-2015,1171285,1922149
650 W ALDINE AVE ,01-28-2015,1171666,1922159
648 W ALDINE AVE ,01-28-2015,1171328,1922150
622 W ALDINE AVE ,01-28-2015,1171511,1922155
622 W ALDINE AVE ,01-28-2015,1171511,1922155
611 W ALDINE AVE ,01-28-2015,1171588,1922157
609 W ALDINE AVE ,01-28-2015,1171603,1922158
3919 N ODELL AVE ,01-28-2015,1126374,1925139
3934 N ODELL AVE ,01-28-2015,1126370,1925220
3639 N OKETO AVE ,01-28-2015,1126115,1923257
3755 N OKETO AVE ,01-28-2015,1126078,1924019
3761 N OKETO AVE ,01-28-2015,1126075,1924066
3768 N OKETO AVE ,01-28-2015,1126072,1924121
3800 N OKETO AVE ,01-28-2015,1126060,1924364
3800 N OKETO AVE ,01-28-2015,1126060,1924364
3860 N OKETO AVE ,01-28-2015,1126041,1924763
3860 N OKETO AVE ,01-28-2015,1126041,1924763
3901 N OKETO AVE ,01-28-2015,1126027,1925032
3921 N OLCOTT AVE ,01-28-2015,1125442,1925132
3944 N OLCOTT AVE ,01-28-2015,1125413,1925312
3700 N OLEANDER AVE ,01-28-2015,1125092,1923558
3714 N OLEANDER AVE ,01-28-2015,1125088,1923668
11426 S FAIRFIELD AVE ,01-28-2015,1160094,1828741
11401 S FAIRFIELD AVE ,01-28-2015,1160089,1828909
11364 S FAIRFIELD AVE ,01-28-2015,1160081,1829151
11358 S FAIRFIELD AVE ,01-28-2015,1160079,1829191
11342 S FAIRFIELD AVE ,01-28-2015,1160076,1829298
11338 S FAIRFIELD AVE ,01-28-2015,1160075,1829325
11334 S FAIRFIELD AVE ,01-28-2015,1160074,1829352
11333 S FAIRFIELD AVE ,01-28-2015,1160074,1829359
11329 S FAIRFIELD AVE ,01-28-2015,1160073,1829385
11318 S FAIRFIELD AVE ,01-28-2015,1160071,1829459
11314 S FAIRFIELD AVE ,01-28-2015,1160070,1829486
11300 S FAIRFIELD AVE ,01-28-2015,1160067,1829580
11250 S FAIRFIELD AVE ,01-28-2015,1160046,1830243
11247 S FAIRFIELD AVE ,01-28-2015,1160056,1829928
11236 S FAIRFIELD AVE ,01-28-2015,1160053,1830002
11236 S FAIRFIELD AVE ,01-28-2015,1160053,1830002
11234 S FAIRFIELD AVE ,01-28-2015,1160053,1830015
11230 S FAIRFIELD AVE ,01-28-2015,1160052,1830042
11224 S FAIRFIELD AVE ,01-28-2015,1160051,1830082
11218 S FAIRFIELD AVE ,01-28-2015,1160049,1830122
3645 W 67TH PL ,01-28-2015,1153203,1859604
3641 W 67TH PL ,01-28-2015,1153228,1859605
3637 W 67TH PL ,01-28-2015,1153252,1859606
3614 W 68TH PL ,01-28-2015,1153412,1858946
3617 W 68TH PL ,01-28-2015,1153394,1858945
3759 W 68TH PL ,01-28-2015,1152488,1858921
3800 W 68TH PL ,01-28-2015,1152218,1858913
3800 W 68TH PL ,01-28-2015,1152218,1858913
3858 W 68TH PL ,01-28-2015,1151827,1858902
3915 W 68TH PL ,01-28-2015,1151448,1858892
3814 W 68TH ST ,01-28-2015,1152115,1859242
3841 W 68TH ST ,01-28-2015,1151933,1859237
2305 W 79TH ST ,01-28-2015,1162351,1852209
8122 S OAKLEY AVE ,01-28-2015,1162434,1850680
2238 W 81ST ST ,01-28-2015,1162692,1850902
2240 W 81ST ST ,01-28-2015,1162684,1850901
2030 W 83RD ST ,01-28-2015,1164137,1849603
2520 W 80TH ST ,01-28-2015,1160886,1851512
2606 W 82ND ST ,01-28-2015,1160376,1850168
2550 W 52ND ST ,01-28-2015,1160162,1870102
8101 S CAMPBELL AVE ,01-28-2015,1161111,1850847
9901 S AVENUE J  ,01-28-2015,1202464,1840049
9757 S AVENUE J  ,01-28-2015,1202454,1841038
9832 S EWING AVE ,01-28-2015,1202130,1840521
9840 S EWING AVE ,01-28-2015,1202131,1840465
10135 S AVENUE J  ,01-28-2015,1202479,1838388
10131 S AVENUE J  ,01-28-2015,1202479,1838415
10121 S AVENUE J  ,01-28-2015,1202479,1838484
10156 S AVENUE N  ,01-28-2015,1201162,1838232
10152 S AVENUE N  ,01-28-2015,1201161,1838260
10138 S AVENUE N  ,01-28-2015,1201160,1838358
10138 S AVENUE N  ,01-28-2015,1201160,1838358
8900 S HALSTED ST ,01-28-2015,1172534,1845887
8910 S HALSTED ST ,01-28-2015,1172536,1845823
8900 S HALSTED ST ,01-28-2015,1172534,1845887
9100 S JUSTINE ST ,01-28-2015,1167601,1844384
9104 S JUSTINE ST ,01-28-2015,1167602,1844357
9114 S JUSTINE ST ,01-28-2015,1167604,1844290
9149 S JUSTINE ST ,01-28-2015,1167610,1844054
9152 S JUSTINE ST ,01-28-2015,1167610,1844034
9155 S JUSTINE ST ,01-28-2015,1167611,1844013
9157 S JUSTINE ST ,01-28-2015,1167611,1844000
9157 S JUSTINE ST ,01-28-2015,1167611,1844000
9246 S JUSTINE ST ,01-28-2015,1167626,1843407
9246 S JUSTINE ST ,01-28-2015,1167626,1843407
6224 W 54TH ST ,08-11-2014,1135700,1868127
5148 S AUSTIN AVE ,08-11-2014,1137238,1869844
5144 S AUSTIN AVE ,08-11-2014,1137237,1869871
6225 W 54TH ST ,08-11-2014,1135689,1868126
5440 S MERRIMAC AVE ,08-11-2014,1135636,1867737
5442 S MCVICKER AVE ,08-11-2014,1136963,1867799
5400 S MERRIMAC AVE ,08-11-2014,1135625,1868124
5401 S MERRIMAC AVE ,08-11-2014,1135625,1868114
5254 S MELVINA AVE ,08-11-2014,1135930,1869095
5224 S MELVINA AVE ,08-11-2014,1135924,1869295
5108 S MERRIMAC AVE ,08-11-2014,1135567,1870050
5221 S MOODY AVE ,08-11-2014,1136255,1869325
5102 S MELVINA AVE ,08-11-2014,1135901,1870101
3051 W 103RD ST ,08-11-2014,1157604,1836182
10312 S WHIPPLE ST ,08-11-2014,1157785,1836106
10338 S WHIPPLE ST ,08-11-2014,1157792,1835929
1629 W GREENLEAF AVE ,01-29-2015,1164320,1947026
1632 W GREENLEAF AVE ,01-29-2015,1164302,1947026
1730 W GREENLEAF AVE ,01-29-2015,1163563,1947002
1730 W GREENLEAF AVE ,01-29-2015,1163563,1947002
1739 W GREENLEAF AVE ,01-29-2015,1163482,1947000
1740 W GREENLEAF AVE ,01-29-2015,1163473,1946999
1740 W GREENLEAF AVE ,01-29-2015,1163473,1946999
1768 W GREENLEAF AVE ,01-29-2015,1163192,1946993
1844 W GREENLEAF AVE ,01-29-2015,1162640,1946974
1927 W GREENLEAF AVE ,01-29-2015,1162168,1946959
1624 W LUNT AVE ,01-29-2015,1164365,1946581
1624 W LUNT AVE ,01-29-2015,1164365,1946581
1642 W LUNT AVE ,01-29-2015,1164257,1946578
1642 W LUNT AVE ,01-29-2015,1164257,1946578
1645 W LUNT AVE ,01-29-2015,1164240,1946578
1649 W LUNT AVE ,01-29-2015,1164216,1946577
5007 N LARAMIE AVE ,01-29-2015,1140797,1932836
5011 N LARAMIE AVE ,01-29-2015,1140795,1932883
5013 N LARAMIE AVE ,01-29-2015,1140794,1932906
5021 N LARAMIE AVE ,01-29-2015,1140791,1932998
5025 N LARAMIE AVE ,01-29-2015,1140790,1933044
5158 N LECLAIRE AVE ,01-29-2015,1141438,1933902
5148 N LECLAIRE AVE ,01-29-2015,1141440,1933854
5050 W WINNEMAC AVE ,01-29-2015,1142102,1933110
5101 W WINNEMAC AVE ,01-29-2015,1141457,1933101
5107 W WINNEMAC AVE ,01-29-2015,1141416,1933100
5108 W WINNEMAC AVE ,01-29-2015,1141409,1933100
5109 W WINNEMAC AVE ,01-29-2015,1141402,1933100
5111 W WINNEMAC AVE ,01-29-2015,1141388,1933100
5121 W WINNEMAC AVE ,01-29-2015,1141320,1933099
5135 W WINNEMAC AVE ,01-29-2015,1141225,1933097
5137 W WINNEMAC AVE ,01-29-2015,1141211,1933097
5139 W WINNEMAC AVE ,01-29-2015,1141197,1933097
5141 W WINNEMAC AVE ,01-29-2015,1141184,1933096
5149 W WINNEMAC AVE ,01-29-2015,1141129,1933095
5151 W WINNEMAC AVE ,01-29-2015,1141115,1933095
4934 W WINONA ST ,01-29-2015,1142471,1933847
5049 W WINONA ST ,01-29-2015,1141707,1933773
5054 W WINONA ST ,01-29-2015,1141680,1933772
560 W HAWTHORNE PL ,01-29-2015,1171863,1923087
3300 N LAKE SHORE DR ,01-29-2015,1172894,1922323
420 W MELROSE ST ,01-29-2015,1172798,1921922
420 W MELROSE ST ,01-29-2015,1172798,1921922
450 W MELROSE ST ,01-29-2015,1172501,1921915
450 W MELROSE ST ,01-29-2015,1172501,1921915
508 W MELROSE ST ,01-29-2015,1172333,1921911
508 W MELROSE ST ,01-29-2015,1172333,1921911
511 W MELROSE ST ,01-29-2015,1172217,1921908
537 W MELROSE ST ,01-29-2015,1172042,1921903
545 W MELROSE ST ,01-29-2015,1171994,1921902
547 W MELROSE ST ,01-29-2015,1171983,1921901
551 W MELROSE ST ,01-29-2015,1171959,1921901
553 W MELROSE ST ,01-29-2015,1171947,1921900
553 W MELROSE ST ,01-29-2015,1171947,1921900
606 W MELROSE ST ,01-29-2015,1171632,1921891
616 W MELROSE ST ,01-29-2015,1171562,1921889
616 W MELROSE ST ,01-29-2015,1171562,1921889
620 W MELROSE ST ,01-29-2015,1171533,1921889
636 W MELROSE ST ,01-29-2015,1171420,1921885
639 W MELROSE ST ,01-29-2015,1171399,1921885
644 W MELROSE ST ,01-29-2015,1171364,1921884
648 W MELROSE ST ,01-29-2015,1171335,1921883
657 W MELROSE ST ,01-29-2015,1171272,1921881
660 W MELROSE ST ,01-29-2015,1171251,1921880
664 W MELROSE ST ,01-29-2015,1171222,1921880
700 W MELROSE ST ,01-29-2015,1170975,1921873
706 W MELROSE ST ,01-29-2015,1170937,1921872
714 W MELROSE ST ,01-29-2015,1170887,1921870
739 W MELROSE ST ,01-29-2015,1170729,1921866
712 W ROSCOE ST ,01-29-2015,1170711,1922797
715 W ROSCOE ST ,01-29-2015,1170698,1922797
722 W ROSCOE ST ,01-29-2015,1170667,1922796
722 W ROSCOE ST ,01-29-2015,1170667,1922796
729 W ROSCOE ST ,01-29-2015,1170636,1922795
510 W STRATFORD PL ,01-29-2015,1172221,1923664
555 W STRATFORD PL ,01-29-2015,1171852,1923493
558 W STRATFORD PL ,01-29-2015,1171837,1923486
561 W STRATFORD PL ,01-29-2015,1171822,1923479
566 W STRATFORD PL ,01-29-2015,1171798,1923468
603 W STRATFORD PL ,01-29-2015,1171623,1923387
606 W STRATFORD PL ,01-29-2015,1171613,1923382
606 W STRATFORD PL ,01-29-2015,1171613,1923382
612 W STRATFORD PL ,01-29-2015,1171593,1923373
5300 W BERTEAU AVE ,01-29-2015,1140267,1927414
5310 W BERTEAU AVE ,01-29-2015,1140199,1927412
5256 W BERTEAU AVE ,01-29-2015,1140558,1927420
5217 W BERTEAU AVE ,01-29-2015,1140822,1927427
5356 W BELLE PLAINE AVE ,01-29-2015,1139909,1926740
5340 W BELLE PLAINE AVE ,01-29-2015,1140017,1926743
5330 W BELLE PLAINE AVE ,01-29-2015,1140085,1926744
5241 W BELLE PLAINE AVE ,01-29-2015,1140681,1926757
5216 W BELLE PLAINE AVE ,01-29-2015,1140851,1926761
5201 W BELLE PLAINE AVE ,01-29-2015,1140952,1926763
5201 W BELLE PLAINE AVE ,01-29-2015,1140952,1926763
10509 S WHIPPLE ST ,08-11-2014,1157832,1834786
4235 N CENTRAL AVE ,01-29-2015,1138247,1927725
5219 W CULLOM AVE ,01-29-2015,1140789,1928092
5328 W CULLOM AVE ,01-29-2015,1140057,1928074
5329 W CULLOM AVE ,01-29-2015,1140050,1928074
5341 W CULLOM AVE ,01-29-2015,1139969,1928072
4619 W MONTANA ST ,01-29-2015,1145099,1915921
4617 W MONTANA ST ,01-29-2015,1145111,1915921
4603 W MONTANA ST ,01-29-2015,1145189,1915923
4556 W MONTANA ST ,01-29-2015,1145608,1915934
4500 W MONTANA ST ,01-29-2015,1145978,1915943
4434 W MONTANA ST ,01-29-2015,1146407,1915953
4406 W PARKER AVE ,01-29-2015,1146532,1917882
10509 S WHIPPLE ST ,08-11-2014,1157832,1834786
10558 S WHIPPLE ST ,08-11-2014,1157843,1834457
10558 S WHIPPLE ST ,08-11-2014,1157843,1834457
10606 S WHIPPLE ST ,08-11-2014,1157854,1834142
4411 W PARKER AVE ,01-29-2015,1146499,1917881
4418 W PARKER AVE ,01-29-2015,1146453,1917880
4422 W PARKER AVE ,01-29-2015,1146426,1917879
4446 W PARKER AVE ,01-29-2015,1146267,1917876
4518 W PARKER AVE ,01-29-2015,1145796,1917865
4526 W PARKER AVE ,01-29-2015,1145743,1917863
4528 W PARKER AVE ,01-29-2015,1145730,1917863
4529 W PARKER AVE ,01-29-2015,1145723,1917863
4539 W PARKER AVE ,01-29-2015,1145657,1917861
4540 W PARKER AVE ,01-29-2015,1145650,1917861
3008 W 107TH ST ,08-11-2014,1158096,1833526
3002 W 107TH ST ,08-11-2014,1158159,1833527
10430 S ALBANY AVE ,08-11-2014,1157492,1835304
10440 S ALBANY AVE ,08-11-2014,1157494,1835237
10610 S ALBANY AVE ,08-11-2014,1157533,1834107
10636 S SACRAMENTO AVE ,08-11-2014,1158164,1833948
10618 S SACRAMENTO AVE ,08-11-2014,1158159,1834068
7136 S COLES AVE ,08-11-2014,1194047,1858219
7138 S COLES AVE ,08-11-2014,1194053,1858210
7139 S COLES AVE ,08-11-2014,1194056,1858206
7139 S COLES AVE ,08-11-2014,1194056,1858206
7140 S COLES AVE ,08-11-2014,1194059,1858202
7201 S COLES AVE ,08-11-2014,1194244,1857944
7202 S COLES AVE ,08-11-2014,1194249,1857938
7203 S COLES AVE ,08-11-2014,1194253,1857932
7206 S COLES AVE ,08-11-2014,1194267,1857913
7212 S COLES AVE ,08-11-2014,1194295,1857875
7223 S COLES AVE ,08-11-2014,1194345,1857805
7228 S COLES AVE ,08-11-2014,1194368,1857774
7245 S COLES AVE ,08-11-2014,1194443,1857670
7256 S COLES AVE ,08-11-2014,1194495,1857597
7258 S COLES AVE ,08-11-2014,1194504,1857584
7262 S COLES AVE ,08-11-2014,1194523,1857558
7263 S COLES AVE ,08-11-2014,1194528,1857551
951 E 85TH ST ,08-11-2014,1184135,1848829
949 E 85TH ST ,08-11-2014,1184124,1848828
944 E 84TH ST ,08-11-2014,1184145,1849492
938 E 84TH ST ,08-11-2014,1184080,1849491
8531 S INGLESIDE AVE ,08-11-2014,1184043,1848618
8527 S INGLESIDE AVE ,08-11-2014,1184042,1848645
8525 S INGLESIDE AVE ,08-11-2014,1184041,1848658
8523 S INGLESIDE AVE ,08-11-2014,1184041,1848672
8521 S INGLESIDE AVE ,08-11-2014,1184040,1848685
8438 S INGLESIDE AVE ,08-11-2014,1184028,1849123
8418 S INGLESIDE AVE ,08-11-2014,1184022,1849299
8407 S INGLESIDE AVE ,08-11-2014,1184018,1849415
8406 S INGLESIDE AVE ,08-11-2014,1184018,1849425
8346 S INGLESIDE AVE ,08-11-2014,1184010,1849849
7924 S ANTHONY AVE ,08-11-2014,1187680,1852694
9035 S MARSHFIELD AVE ,08-11-2014,1166925,1844773
9014 S MARSHFIELD AVE ,08-11-2014,1166921,1844912
8801 S MARSHFIELD AVE ,08-11-2014,1166878,1846348
8755 S MARSHFIELD AVE ,08-11-2014,1166869,1846649
8809 S MARSHFIELD AVE ,08-11-2014,1166880,1846293
8817 S MARSHFIELD AVE ,08-11-2014,1166881,1846239
8755 S HONORE ST ,08-11-2014,1165542,1846615
8725 S HONORE ST ,08-11-2014,1165536,1846816
8726 S MARSHFIELD AVE ,08-11-2014,1166863,1846843
8754 S PAULINA ST ,08-11-2014,1166537,1846647
8801 S PAULINA ST ,08-11-2014,1166546,1846339
8806 S PAULINA ST ,08-11-2014,1166547,1846305
8810 S PAULINA ST ,08-11-2014,1166548,1846278
8812 S PAULINA ST ,08-11-2014,1166548,1846264
8823 S PAULINA ST ,08-11-2014,1166550,1846189
8837 S PAULINA ST ,08-11-2014,1166553,1846093
8904 S PAULINA ST ,08-11-2014,1166568,1845622
8917 S PAULINA ST ,08-11-2014,1166573,1845463
2142 W LUNT AVE ,08-11-2014,1160494,1946477
1250 W MORSE AVE ,08-11-2014,1166788,1946214
1250 W MORSE AVE ,08-11-2014,1166788,1946214
1250 W MORSE AVE ,08-11-2014,1166788,1946214
1250 W MORSE AVE ,08-11-2014,1166788,1946214
1319 W MORSE AVE ,08-11-2014,1166030,1946191
1321 W MORSE AVE ,08-11-2014,1166009,1946191
1409 W MORSE AVE ,08-11-2014,1165555,1946177
1514 W MORSE AVE ,08-11-2014,1165028,1946160
1548 W MORSE AVE ,08-11-2014,1164825,1946154
1550 W MORSE AVE ,08-11-2014,1165112,1946162
7000 N OAKLEY AVE ,08-11-2014,1159611,1946418
7135 N OAKLEY AVE ,08-11-2014,1159588,1947425
3600 S PAULINA ST ,01-29-2015,1165605,1880852
3742 S PAULINA ST ,01-29-2015,1165634,1879796
3756 S PAULINA ST ,01-29-2015,1165635,1879728
2107 W 36TH ST ,01-29-2015,1162870,1880789
2220 W 37TH ST ,01-29-2015,1162100,1880111
3641 S HOYNE AVE ,01-29-2015,1162953,1880516
3500 S SEELEY AVE ,01-29-2015,1163259,1881464
3504 S SEELEY AVE ,01-29-2015,1163260,1881437
3529 S SEELEY AVE ,01-29-2015,1163264,1881269
3542 S SEELEY AVE ,01-29-2015,1163267,1881182
401 E ILLINOIS ST ,01-29-2015,1179116,1903702
401 N SEELEY AVE ,01-29-2015,1162734,1902728
441 E ERIE ST ,01-29-2015,1179344,1904874
644 N LAKE SHORE DR ,01-29-2015,1179810,1904706
680 N LAKE SHORE DR ,01-29-2015,1179660,1905017
401 E ILLINOIS ST ,01-30-2015,1179116,1903702
441 E ERIE ST ,01-30-2015,1179344,1904874
644 N LAKE SHORE DR ,01-30-2015,1179810,1904706
640 N LAKE SHORE DR ,01-30-2015,1179828,1904668
461 W SUPERIOR ST ,01-30-2015,1172865,1905276
445 W SUPERIOR ST ,01-30-2015,1172974,1905278
445 W SUPERIOR ST ,01-30-2015,1172974,1905278
465 N DESPLAINES ST ,01-30-2015,1171843,1903519
429 W CHICAGO AVE ,01-30-2015,1173075,1905644
445 N HALSTED ST ,01-30-2015,1170959,1903317
3608 S PAULINA ST ,01-30-2015,1165607,1880798
3637 S PAULINA ST ,01-30-2015,1165612,1880603
2101 W 36TH ST ,01-30-2015,1162935,1880791
3641 S HAMILTON AVE ,01-30-2015,1162620,1880509
3605 S LEAVITT ST ,01-30-2015,1162281,1880749
3506 S SEELEY AVE ,01-30-2015,1163260,1881424
3527 S SEELEY AVE ,01-30-2015,1163264,1881283
3552 S SEELEY AVE ,01-30-2015,1163269,1881115
5245 S KOLMAR AVE ,01-30-2015,1146918,1869451
5155 S KOLMAR AVE ,01-30-2015,1146902,1870002
5440 S KILPATRICK AVE ,01-30-2015,1145950,1868117
5126 S KOSTNER AVE ,01-30-2015,1147897,1870244
5128 S KOSTNER AVE ,01-30-2015,1147897,1870231
5156 S KOSTNER AVE ,01-30-2015,1147902,1870051
5216 S KOSTNER AVE ,01-30-2015,1147913,1869667
5222 S KOSTNER AVE ,01-30-2015,1147914,1869627
5326 S KOSTNER AVE ,01-30-2015,1147935,1868879
5336 S KOSTNER AVE ,01-30-2015,1147937,1868819
5346 S KOSTNER AVE ,01-30-2015,1147938,1868759
5404 S KOSTNER AVE ,01-30-2015,1147948,1868416
5412 S KOSTNER AVE ,01-30-2015,1147949,1868362
5454 S KOSTNER AVE ,01-30-2015,1147957,1868078
5456 S KOSTNER AVE ,01-30-2015,1147958,1868064
5458 S KOSTNER AVE ,01-30-2015,1147958,1868051
5101 S LEAMINGTON AVE ,01-30-2015,1142891,1870316
5470 N PARKSIDE AVE ,08-11-2014,1137522,1935958
5470 N PARKSIDE AVE ,08-11-2014,1137522,1935958
5470 N PARKSIDE AVE ,08-11-2014,1137522,1935958
5470 N PARKSIDE AVE ,08-11-2014,1137522,1935958
5470 N PARKSIDE AVE ,08-11-2014,1137522,1935958
5958 N LANDERS AVE ,08-11-2014,1141762,1939371
5939 N LANDERS AVE ,08-11-2014,1141696,1939236
5837 N LANSING AVE ,08-11-2014,1141473,1938478
5837 N LANSING AVE ,08-11-2014,1141473,1938478
5851 N LANSING AVE ,08-11-2014,1141358,1938550
5899 N LANSING AVE ,08-11-2014,1140963,1938798
5859 N LANSING AVE ,08-11-2014,1141292,1938591
5816 N LOUISE AVE ,08-11-2014,1142279,1938837
6017 N LOUISE AVE ,08-11-2014,1141031,1939651
3702 W ARMITAGE AVE ,08-11-2014,1151368,1913035
3712 W ARMITAGE AVE ,08-11-2014,1151253,1913032
3758 W ARMITAGE AVE ,08-11-2014,1150923,1913025
3904 W ARMITAGE AVE ,08-11-2014,1149988,1913004
3906 W ARMITAGE AVE ,08-11-2014,1149967,1913003
3908 W ARMITAGE AVE ,08-11-2014,1149946,1913003
3920 W ARMITAGE AVE ,08-11-2014,1149821,1913000
2001 N AVERS AVE ,08-11-2014,1150391,1913018
2003 N AVERS AVE ,08-11-2014,1150391,1913032
2005 N AVERS AVE ,08-11-2014,1150391,1913045
2007 N AVERS AVE ,08-11-2014,1150390,1913059
2019 N AVERS AVE ,08-11-2014,1150388,1913140
2021 N AVERS AVE ,08-11-2014,1150387,1913153
2025 N AVERS AVE ,08-11-2014,1150387,1913180
2032 N AVERS AVE ,08-11-2014,1150385,1913227
2042 N AVERS AVE ,08-11-2014,1150383,1913295
2100 N AVERS AVE ,08-11-2014,1150372,1913679
2109 N AVERS AVE ,08-11-2014,1150370,1913739
2114 N AVERS AVE ,08-11-2014,1150369,1913773
2115 N AVERS AVE ,08-11-2014,1150369,1913780
2119 N AVERS AVE ,08-11-2014,1150368,1913807
2127 N AVERS AVE ,08-11-2014,1150367,1913861
2133 N AVERS AVE ,08-11-2014,1150366,1913901
2142 N AVERS AVE ,08-11-2014,1150364,1913962
2143 N AVERS AVE ,08-11-2014,1150364,1913969
2145 N AVERS AVE ,08-11-2014,1150363,1913982
2146 N AVERS AVE ,08-11-2014,1150363,1913989
2155 N AVERS AVE ,08-11-2014,1150361,1914049
2157 N AVERS AVE ,08-11-2014,1150361,1914063
2156 N AVERS AVE ,08-11-2014,1150361,1914056
2206 N AVERS AVE ,08-11-2014,1150351,1914386
3318 N ORANGE AVE ,08-11-2014,1122843,1921060
3244 N OSAGE AVE ,08-11-2014,1122527,1920594
3250 N OSAGE AVE ,08-11-2014,1122536,1920322
3420 N OTTAWA AVE ,08-11-2014,1124485,1921771
3439 N OTTAWA AVE ,08-11-2014,1124481,1921904
3325 N OVERHILL AVE ,08-11-2014,1124172,1921147
3330 N OVERHILL AVE ,08-11-2014,1124171,1921179
3460 N OVERHILL AVE ,08-11-2014,1124142,1922040
3446 N OVERHILL AVE ,08-11-2014,1124145,1921942
3431 N OVERHILL AVE ,08-11-2014,1124149,1921837
3500 N OVERHILL AVE ,08-11-2014,1124132,1922312
5600 N OVERHILL AVE ,08-11-2014,1124005,1936260
3508 N OVERHILL AVE ,08-11-2014,1124130,1922372
3545 N OVERHILL AVE ,08-11-2014,1124121,1922648
7908 W CORNELIA AVE ,08-11-2014,1122712,1922267
7910 W CORNELIA AVE ,08-11-2014,1122691,1922266
7912 W CORNELIA AVE ,08-11-2014,1122669,1922266
1702 W ROOSEVELT RD ,08-18-2014,1165204,1894773
1728 W ROOSEVELT RD ,08-18-2014,1164906,1894765
3439 N OTTAWA AVE ,08-11-2014,1124481,1921904
900 S ASHLAND AVE ,08-18-2014,1165874,1896085
900 S ASHLAND AVE ,08-18-2014,1165874,1896085
3518 S HERMITAGE AVE ,02-03-2015,1165258,1881388
11201 S TALMAN AVE ,08-19-2014,1160717,1830251
11200 S TALMAN AVE ,08-19-2014,1160716,1830258
11152 S TALMAN AVE ,08-19-2014,1160706,1830572
11135 S TALMAN AVE ,08-19-2014,1160703,1830685
11133 S TALMAN AVE ,08-19-2014,1160702,1830699
11108 S TALMAN AVE ,08-19-2014,1160697,1830865
11100 S TALMAN AVE ,08-19-2014,1160695,1830919
11126 S MAPLEWOOD AVE ,08-19-2014,1161367,1830744
11130 S MAPLEWOOD AVE ,08-19-2014,1161368,1830715
11150 S MAPLEWOOD AVE ,08-19-2014,1161361,1830934
3941 W 67TH PL ,08-19-2014,1151256,1859549
3937 W 67TH PL ,08-19-2014,1151283,1859550
3935 W 67TH PL ,08-19-2014,1151296,1859551
3931 W 67TH PL ,08-19-2014,1151323,1859551
3927 W 67TH PL ,08-19-2014,1151350,1859552
3925 W 67TH PL ,08-19-2014,1151364,1859553
3921 W 67TH PL ,08-19-2014,1151391,1859553
3915 W 67TH PL ,08-19-2014,1151431,1859555
3907 W 67TH PL ,08-19-2014,1151485,1859556
3905 W 67TH PL ,08-19-2014,1151499,1859557
3837 W 67TH PL ,08-19-2014,1151951,1859570
3655 W 67TH PL ,08-19-2014,1153141,1859603
3651 W 67TH PL ,08-19-2014,1153166,1859603
3214 W MARQUETTE RD ,08-19-2014,1156110,1860017
3243 W MARQUETTE RD ,08-19-2014,1155917,1860011
3247 W MARQUETTE RD ,08-19-2014,1155890,1860010
3115 W MARQUETTE RD ,08-19-2014,1156713,1860033
3113 W MARQUETTE RD ,08-19-2014,1156735,1860033
3111 W MARQUETTE RD ,08-19-2014,1156756,1860034
3109 W MARQUETTE RD ,08-19-2014,1156777,1860035
3107 W MARQUETTE RD ,08-19-2014,1156798,1860035
